Field_Code,Type.x,soil_texture_class,perC_P,perN_P,soilMass,panMass_P,fracPanMass_P,perC_M,perN_M,panMass_M,fracPanMass_M,gP,gM,gCarbonP,gCarbonM,mgCpergSoilP,mgCpergSoilM,propM,Type.y,OM30,BD30,MTC_ha30,CO2e_ha30,DateSampled,DateReceived,Tillage_1to4,Crop2Ago,CropLastYr,CropThisYr,soil_texture_sand,soil_texture_silt,soil_texture_clay,water_capacity,water_capacity_rating,pred_water_capacity,pred_water_capacity_rating,surface_hardness,surface_hardness_rating,subsurface_hardness,subsurface_hardness_rating,aggregate_stability,aggregate_stability_rating,organic_matter,organic_matter_rating,soc,total_c,total_n,ace_soil_protein_index,ace_soil_protein_index_rating,pred_soil_protein,pred_soil_protein_rating,respiration,respiration_rating,active_carbon,active_carbon_rating,ph,ph_rating,p,p_rating,k,k_rating,mg,fe,mn,zn,minor_elements_rating,overall.score,Mod..Morgan.Al..ppm,Mod..Morgan.Ca..ppm,Mod..Morgan.Cu..ppm,Mod..Morgan.S..ppm,Mod..Morgan.B..ppm,CN_ratio,Acres,Owned,Yields,Type,Plants,croprotation,years.since.till,animal,cutshay,till.passes,till.depth,Organic.matter.additions,Soil.amendments,plastic.mulch,herbicides,insecticides,treated.seed,organic,irrigation,Pattern.Drainage.Tile,Longitude,Latitude,Elevation..ft.,Date,ppt.in,ppt.cm,tmeanF,tmeanC
NW22C,Corn,loam,1.090593201,0.075679659,19.7277,309.32,319.78,3.476122528,0.361537764,308.75,317.54,10.46,8.79,0.114076049,0.30555117,5.782531609,15.48843353,0.728149072,Corn,3.5,NA,NA,NA,4/13/2021,4/28/2021,NA,NA,COS,COS,39.58800188,42.07138207,18.34061606,,,0.208080272,77.02579138,NA,NA,NA,NA,44.542869,77.40891991,3.73,79.13490672,NA,2.18,0.205,NA,NA,6.828070001,53.95956736,0.736284778,67.51872785,666.2169119,81.55324291,6.72,100,5.1,100,103.1,100,92.3,1,4.7,0,56,79.26011561,13.62,1836,0.03,4.89,0.28,10.63414634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0458,44.8795,355,Annual,40.89,103.8606,45,7.222222222
NW22T,Corn,loam,1.55048071,0.111122161,16.73,305.76,313.32,2.324413157,0.271689934,307.45,316.69,7.56,9.24,0.117216342,0.214775776,7.006356346,12.83776304,0.646930347,Corn,4.36,1.187985375,77.69424353,284.8788929,4/13/2021,4/28/2021,NA,NA,COS,COS,36.96790067,44.04065484,18.99144448,,,0.222355488,83.13000091,NA,NA,NA,NA,41.48552027,71.98947608,4.04,87.60685019,NA,2.532,0.24,NA,NA,7.509511721,62.01644202,0.716423532,65.10210062,690.684158,84.8665143,6.42,100,12.7,100,287.5,100,143.7,2,5.7,0.2,56,81.07113841,8.6,1809.6,0.08,7.22,0.22,10.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0425,44.8793,362,Annual,40.92,103.9368,45,7.222222222
NW23C,Corn,sandy loam,0.931503836,0.0749122,28.63,308.89,329.17,3.469903444,0.342289551,308.64,316.62,20.28,7.98,0.188908978,0.276898295,6.598287738,9.671613511,8.53943531,Corn,3.08,1.39069872,64.25028086,235.5843632,4/20/2021,4/28/2021,NA,NA,COS,COS,70.4979787,18.96904375,10.53297754,,,0.181892652,77.07513701,NA,NA,NA,NA,49.73640562,85.10416703,2.81,84.43504767,NA,1.775,0.171,NA,NA,7.030154147,45.79219951,0.58874409,48.50353168,554.3666443,69.91067716,5.73,37.51735118,8.9,100,453.6,100,154.2,4.9,5,1.3,100,74.83381112,47.78,867.5,1.75,11.95,0.11,10.38011696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1404,44.9057,156,Annual,39.86,101.2444,45.6,7.555555556
NW23T,Corn,loam,1.99620735,0.127997971,17.06,309.56,315.29,3.789489746,0.400928591,308.8,320.03,5.73,11.23,0.114382681,0.425559698,6.704729259,24.94488268,0.788157616,Corn,4.64,NA,NA,NA,4/20/2021,4/28/2021,NA,NA,COS,COS,37.72925504,42.06004502,20.21069994,,,0.233428016,87.06906186,NA,NA,NA,NA,33.35420686,55.20289943,5.05,98.86300895,NA,3.119,0.297,NA,NA,9.955859389,85.25032712,0.780263252,72.60392122,875.9361638,97.89275942,6.48,100,19.1,100,389.5,100,322.9,1.5,5.8,0.7,100,89.6881978,7.8,2197.9,0.58,12.83,0.46,10.5016835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1478,44.9021,150,Annual,39.71,100.8634,45.6,7.555555556
NW24C,Corn,loam,1.507498851,0.111725288,14.13,306.98,313.77,4.653790594,0.436188706,308.77,316.13,6.79,7.36,0.102359172,0.342518988,7.244102759,24.24055115,0.769916392,Corn,3.87,1.381681927,80.20663586,294.0909982,4/13/2021,4/28/2021,NA,NA,COS,COS,39.31793569,43.20571665,17.47634766,,,0.242352977,89.74167908,NA,NA,NA,NA,68.51187943,98.14196117,5.47,99.69693293,NA,3.608,0.303,NA,NA,13.23361192,97.93491504,0.822823066,77.1181522,811.2727278,95.3769393,6,81.83489296,5.8,100,410.7,100,160.9,5,6.6,1.1,100,93.98454727,85.89,1343.9,0.05,13.6,0.26,11.90759076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0447,44.89,330,Annual,40.97,104.0638,45.1,7.277777778
NW24T,Corn,loam,0.734185917,0.044115411,23.21,310.68,323.18,2.863127533,0.339668101,308.72,319.49,12.5,10.77,0.09177324,0.308358835,3.95403876,13.28560256,0.770642632,Corn,4.01,1.518991932,91.36736471,335.0136706,4/13/2021,4/28/2021,NA,NA,COS,COS,50.22032311,29.10166122,20.67801567,,,0.207480728,76.74493648,NA,NA,NA,NA,18.14162123,23.75040382,3.22,59.65566881,NA,2.217,0.217,NA,NA,5.94655386,43.34053401,0.842684312,79.07273872,694.1794789,85.30532961,6.26,98.1731893,3.1,88.8,54.8,79.94236,105.9,4.5,18.7,0.1,56,69.07851608,10.09,1537.5,0.1,11.49,0.19,10.21658986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0668,44.8614,381,Annual,40.4,102.616,45,7.222222222
NW25C,Corn,loam,0.902191836,0.05743472,26.62,311.28,327.59,1.773701483,0.169162401,309.22,319.19,16.31,9.97,0.147147488,0.176838038,5.527704299,6.64305176,0.545820796,Corn,3.4,1.27475871,65.01269421,238.3798788,4/13/2021,4/28/2021,NA,NA,COS,COS,38.71588884,43.3179662,17.96614496,,,0.229940964,85.90396865,NA,NA,NA,NA,61.29066018,95.3794492,4.75,97.40790606,NA,2.83,0.265,NA,NA,8.005284803,67.58578304,0.858289577,80.5371411,641.7496659,77.82256323,5.55,12.7902204,2.9,83.2,71.5,96.9463,145.6,9.3,7.1,0.4,100,79.75733317,70.09,1523.9,0.23,8.32,0.11,10.67924528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1063,44.7958,333,Annual,39.93,101.4222,45.3,7.388888889
NW25T,Corn,sandy loam,1.333942647,0.078355286,25.86,306.98,316.82,3.796489954,0.368077767,308.82,325.05,9.84,16.23,0.131259956,0.61617032,5.075791048,23.82715853,0.824385015,Corn,5.13,1.185644368,91.23533412,334.5295584,4/20/2021,4/28/2021,NA,NA,COS,COS,56.57565683,27.05476923,16.36957395,,,0.178343869,75.50999174,NA,NA,NA,NA,40.85343672,70.79525388,3,89.43502263,NA,2.019,0.185,NA,NA,7.848271555,55.09562136,0.794449857,74.15612662,666.2169119,86.01702495,6.43,100,2.6,74.8,39,57.0683,77.8,2.3,6,0.1,56,73.88773412,38.46,1475.3,0.08,5.39,0.2,10.91351351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.114,44.7817,312,Annual,39.87,101.2698,45.5,7.5
NW26C,Corn,silty clay loam,4.074172976,0.27171656,41.3,305.54,318.47,3.057000421,0.308210758,309.12,337.32,12.93,28.2,0.526790566,0.862074119,12.75521951,20.87346534,0.620704183,Corn,5.82,1.484879214,129.6299554,475.3098364,4/26/2021,5/13/2021,NA,NA,NA,COS,17.62059,46.30012,36.0793,,,0.256397,93.09669,NA,NA,NA,NA,37.72405,55.70015,6.25,99.37903,NA,4.101,0.001,NA,NA,8.308263,78.89416,0.988806,90.25159,1074.781,99.37711,7.03,100,10.6,100,280.7,100,407.1,2,5.7,1.2,100,91.66987,4.16,3539.5,0.33,20.65,0.54,4101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.2587,44.8715,108,Annual,38.48,97.7392,45.9,7.722222222
NW26T,Corn,clay loam,2.607017106,0.188739574,20.29,309.25,316.93,2.453233125,0.250238406,309.81,321.64,7.68,11.83,0.200218914,0.290217479,9.867861692,14.30347357,0.591753555,Corn,6.48,1.410631101,137.113343,502.7489244,4/26/2021,5/13/2021,NA,NA,NA,COS,29.22608,39.5107,31.26321,,,0.230266,86.01554,NA,NA,NA,NA,47.32291,74.16931,5.3,92.5693,NA,3.412,0.313,NA,NA,8.532934,80.99317,0.91078,84.98834,864.1261,92.58595,6.76,100,16,100,439.2,100,337.4,2,5.1,1.5,100,91.13216,10.87,2318.7,0.47,9.68,0.39,10.90095847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.2682,44.8785,108,Annual,38.42,97.5868,45.8,7.666666667
NW27C,Corn,clay loam,1.103730815,0.077780049,21.7078,309.42,316.86,3.060953132,0.333292094,311.19,325.48,7.44,14.29,0.082117573,0.437410203,3.782860199,20.14990937,0.841938051,Corn,4.62,1.429982119,99.09776085,363.3584564,4/8/2021,4/27/2021,2,COS,COS,COS,27.69253855,41.97837192,30.32908953,,,0.220636988,82.45581922,NA,NA,NA,NA,33.55676225,46.9725508,3.79,40.77512883,NA,2.415,0.23,NA,NA,7.183844491,66.56555698,0.703655587,63.51477445,789.5585491,85.83179418,7.17,100,3.5,100,100.4,100,305.3,1.6,3.4,0.3,100,78.61156245,4.63,2715.3,0.08,6.58,0.33,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1647,44.8582,146,Annual,39.01,99.0854,45.8,7.666666667
NW27T,Corn,loam,0.978837268,0.068111093,24.84,307.5,317.17,1.292511201,0.140152949,308.98,324.24,9.67,15.26,0.094653564,0.197237209,3.810529944,7.940306331,0.675722659,Corn,3.72,1.469514671,81.99891864,300.6627017,4/8/2021,4/27/2021,2,COS,COS,COS,39.46369476,34.49419246,26.04211278,,,0.223421623,83.5397707,NA,NA,NA,NA,16.9539643,21.7596765,3.88,83.59078779,NA,2.296,0.226,NA,NA,7.415710987,60.92973589,0.583069448,47.74975692,754.0902135,91.51954012,7.03,100,7.4,100,60.7,85.94974,158,2.7,4.1,0.3,100,77.50390079,5.2,2484.4,0.05,6.66,0.22,10.15929204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1706,44.8556,144,Annual,38.97,98.9838,45.8,7.666666667
NW28T,Corn,silt loam,3.525762305,0.20436025,21.92,308.32,311.47,1.482712348,0.168132324,306.54,325.36,3.15,18.82,0.111061513,0.279046464,5.066674845,12.73022189,0.715305712,Corn,4.03,1.426421526,86.22718125,316.1663312,4/14/2021,4/28/2021,NA,NA,COS,COS,10.33121305,66.20706957,23.46171737,,,0.294938061,98.10516447,NA,NA,NA,NA,18.83485568,24.95706888,3.72,78.81446014,NA,2.345,0.218,NA,NA,6.010162723,44.09995275,0.736284778,67.51872785,723.8897062,88.69017268,6.46,100,11.2,100,175.2,100,238.1,2.3,7.1,0.8,100,80.21855468,15.17,1588.3,0.39,9.48,0.17,10.75688073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0368,44.9601,285,Annual,42.09,106.9086,45,7.222222222
NW28C,Corn,silt loam,2.538960387,0.122058902,22.73,308.72,313.3,2.205288931,0.224057047,309.44,328.19,4.58,18.75,0.116284386,0.413491675,5.115899064,18.19145071,0.780502755,Corn,4.74,1.568030171,111.4869452,408.7854656,4/14/2021,4/28/2021,NA,NA,COS,COS,11.42653107,62.95650024,25.61696868,,,0.286163935,97.3869868,NA,NA,NA,NA,21.26957051,29.43987544,4.04,87.60685019,NA,2.54,0.236,NA,NA,6.421228758,49.04781227,0.672445057,59.54098078,704.6654414,86.57015856,6.45,100,5.9,100,257.8,100,304.4,1.2,7.6,0.9,100,80.9592664,17.24,1635.8,0.37,11.25,0.29,10.76271186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0391,44.9657,286,Annual,42.2,107.188,45,7.222222222
NW29C,Corn,silt loam,1.635649371,0.094049641,19.38,305.82,317.5,4.086167974,0.334785921,307.96,315.25,11.68,7.29,0.191043847,0.297881645,9.857783619,15.37056993,0.60925775,Corn,4.86,1.328493087,96.84714604,355.1062022,4/27/2021,5/13/2021,NA,NA,NA,COS,25.70204,53.45439,20.84357,,,0.241083,89.38798,NA,NA,NA,NA,57.83315,93.19838,4.45,94.64222,NA,3.127,0.227,NA,NA,11.00325,91.38141,0.584488,47.93814,711.5827,87.36239,6.81,100,2.7,77.6,95.3,100,117.4,5.2,2.7,0.9,100,88.15105,81.12,1507.2,0.35,11.01,0.19,13.7753304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.2189,44.8039,998,Annual,45.76,116.2304,41.7,5.388888889
NW29T,Corn,silt loam,3.048455312,0.221278961,21.93,308.82,320.45,4.972594233,0.453488992,310.75,321.11,11.63,10.36,0.354535353,0.515160763,16.16668275,23.49114284,9.53943531,Corn,5.55,1.386380039,115.4161382,423.1925069,4/27/2021,5/13/2021,NA,NA,NA,COS,19.75171,57.05235,23.19593,,,0.274407,96.08056,NA,NA,NA,NA,49.56378,84.88049,5.6,99.8067,NA,4.079,0.345,NA,NA,14.2472,99.05535,0.839847,78.79968,887.734,98.19527,7.1,100,24.3,100,81.7,100,199.2,3.4,7,1.2,100,95.6818,14.83,2531.4,0.23,11.4,0.34,11.82318841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.2208,44.8056,1012,Annual,45.78,116.2812,41.6,5.333333333
PM1,Hay,sandy loam,0.615122769,0.043186367,21.99,308.92,324.11,3.306935128,0.329480679,310.82,317.8,15.19,6.98,0.093437149,0.230824072,4.249074516,10.49677453,0.711846059,Hay,2.3,1.817069191,62.68888709,229.8592527,9/13/2021,9/20/2021,3,Sorghum,Hemp,Hay,65.43417,26.75209,7.813733,,,0.170423,71.81905,NA,NA,NA,NA,42.19144,73.29457,3.132241,92.151,1.972745,2.019,0.17,NA,NA,7.028641,45.77505,0.51923,39.38747,595.749,76.69211,7.23,100,14.4,100,94.5,100,97,2,4,0.5,100,79.91193,15.12,1802.2,0.11,3.69,0.14,11.87647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1426,43.376,987,Annual,48.35,122.809,45,7.222222222
PM2,Hay,sandy loam,1.469480802,0.092605575,28.16,309.56,329.25,1.679601666,0.157391724,308.72,317.22,19.69,8.5,0.28934077,0.142766142,10.2748853,5.06982037,0.330395413,Hay,4.67,1.828854801,128.1112788,469.7413556,9/13/2021,9/20/2021,3,Sorghum,Hemp,Hay,64.7667,26.23919,8.994115,,,0.198356,83.55938,NA,NA,NA,NA,44.16148,76.76694,3.471571,96.70765,2.644853,2.792,0.233,NA,NA,9.55208,73.0683,0.781682,72.76119,746.964,93.12042,7.38,97.18748,30.8,100,135.3,100,139.3,4.1,7.9,1.4,100,89.31714,12.72,2677.4,0.23,5.31,0.29,11.98283262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1406,43.3788,1016,Annual,48.51,123.2154,45,7.222222222
PM3,Pasture,silt loam,1.244766283,0.109482991,21.45,309.44,321.63,2.869014174,0.323723849,310.48,320.36,12.19,9.88,0.15173701,0.2834586,7.073986473,13.21485317,0.651336074,Pasture,3.12,1.396776182,65.36912532,239.6867928,9/13/2021,9/20/2021,NA,Pasture,Pasture,Pasture,31.80808,57.66122,10.5307,,,0.283729,97.1514,NA,NA,NA,NA,69.56499,98.39233,3.439744,68.74392,NA,2.179,0.23,NA,NA,7.88612,66.27705,0.845522,79.34371,648.5831,78.90566,6.01,83.00962,16.4,100,121,100,151.9,6.6,3.2,1.6,100,87.18237,17.67,1182.5,0.26,7.03,0.23,9.473913043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1643,43.3118,736,Annual,48.05,122.047,45.8,7.666666667
RM1,Veg,loam,1.212706589,0.069842146,17.07,310.82,319.31,4.863635845,0.502294983,309.35,319.37,8.49,10.02,0.102958789,0.487336312,6.031563527,28.54928598,0.825580817,Veg,4.85,1.198501194,87.19096186,319.7001935,3/31/2021,4/14/2021,4,MIX,MIX,MIX,47.71241,38.43097,13.85662,,,0.239225,88.8548,NA,NA,NA,NA,59.5067,94.33696,4.34,93.17417,NA,3.145,0.261,NA,NA,10.25797,87.26022,0.668189,58.99036,739.5942,90.23578,6.57,100,3.1,88.8,118.9,100,137.4,6.7,5.5,1.1,100,90.16523,71.63,1234.3,0,11.64,0.09,12.04980843,0.1,1,2,Brassicas/curcurbits,,"More than 1 crop in a single season (i.e. spring peas, salad greens & brassicas in one season)",6,,NA,1,8,Compost ,"Certified organic fertilizer amendments (i.e. Bone meal, Feathermeal, Seed meals, ProGro etc.)",0,0,0,0,1,1,0,-72.8704,43.4859,1348,Annual,50.05,127.127,44.1,6.722222222
RM10,Veg,loam,1.258897392,0.07976974,23.27,310.69,323.01,3.32909413,0.320796799,305.56,316.76,12.32,11.2,0.155096159,0.372858543,6.665069132,16.02314321,0.706232072,Veg,5.38,NA,NA,NA,6/2/2021,6/17/2021,3,MIX,MIX,MIX,49.46878,35.04342,15.48779,,,0.219646,82.05956,NA,NA,NA,NA,48.15668,82.97427,4.12,89.3332,NA,2.598,0.231,NA,NA,9.412388,81.12581,0.462483,32.33365,661.8176,80.91286,6.6,100,17.9,100,317.8,100,127.1,4.1,5.2,0.9,100,84.87393,18.92,1742.1,0.09,35.19,0.23,11.24675325,4,1,2,sweet corn/winter rye,,"3 or more crops in annual sequence (i.e. pumpkins, corn, legumes) ",10,,NA,4,10,,"Certified organic fertilizer amendments (i.e. Bone meal, Feathermeal, Seed meals, ProGro etc.)",1,0,0,0,1,0,0,-73.1956,43.0017,1001,Annual,49.45,125.603,45.3,7.388888889
RM11,Veg,loam,2.757606434,0.179902316,13,308.76,314.22,4.053409706,0.434991893,305.97,314.05,5.46,8.08,0.150565311,0.327515504,11.58194702,25.19350033,0.685063055,Veg,6.24,NA,NA,NA,6/2/2021,6/17/2021,3,MIX,MIX,MIX,33.39683,44.89772,21.70545,,,0.236205,87.94774,NA,NA,NA,NA,74.23168,99.18418,5.36,99.56321,NA,3.269,0.316,NA,NA,9.950698,85.21424,0.852615,80.012,808.6091,95.23577,6.2,96.54818,34.4,23.32,191.5,100,195.8,5.7,10.7,3.8,100,86.70253,20.32,1535.7,0.26,12.19,0.28,10.34493671,10,1,2,mixed veg crops,,"3 or more crops in annual sequence (i.e. pumpkins, corn, legumes) ",3,,NA,5,10,Compost ,"Certified organic fertilizer amendments (i.e. Bone meal, Feathermeal, Seed meals, ProGro etc.),Other (i.e. foliar spray, mineral blend ) ",1,0,0,0,1,1,0,-73.0927,43.1396,955,Annual,52.09,132.3086,45.1,7.277777778
RM2,Veg,silty clay loam,1.251082371,0.083331118,19.76,310.64,318.89,3.448067503,0.405207597,310.87,322.07,8.25,11.2,0.103214296,0.38618356,5.223395527,19.54370245,0.789099412,Veg,4.12,1.301785876,80.45036714,294.9846795,5/11/2021,5/25/2021,4,MIX,MIX,MIX,19.23169,50.52889,30.23942,,,0.268964,95.31666,NA,NA,NA,NA,18.19696,18.82481,4.73,79.13491,NA,3.288,0.39,NA,NA,12.25781,98.29662,0.716424,65.1021,1019.065,98.68016,7.42,95.79407,89.7,100,458,100,293.8,1.3,5.6,1,100,85.11493,7.04,1059.5,0.74,3.82,0.29,8.430769231,1,1,2,Cover crop/mixed annual veg,,"3 or more crops in annual sequence (i.e. pumpkins, corn, legumes) ",20,,NA,4,8,,"Certified organic fertilizer amendments (i.e. Bone meal, Feathermeal, Seed meals, ProGro etc.)",0,0,0,0,1,1,1,-73.3346,43.9303,325,Annual,36.99,93.9546,46.2,7.888888889
RM3,Veg,loam,2.963741973,0.292869834,12.76,307.94,310.45,2.841188882,0.394132266,305.97,316.51,2.51,10.54,0.074389924,0.299461308,5.829931311,23.46875456,0.801017311,Veg,5.72,1.086513764,93.22288095,341.8172302,5/11/2021,5/25/2021,4,MIX,MIX,MIX,38.89647,39.98703,21.1165,,,0.225353,84.2654,NA,NA,NA,NA,25.45959,37.91172,3.88,83.59079,NA,2.713,0.293,NA,NA,10.40371,88.15839,0.787357,73.38575,974.1009,99.4807,7.42,95.79407,63.7,100,253.7,100,181,1.5,5.6,0.9,100,86.25868,3.77,1067.8,0.38,3.6,0.33,9.259385666,1,1,3,mixed annual veg,,"3 or more crops in annual sequence (i.e. pumpkins, corn, legumes) ",20,,NA,5,12,,"Certified organic fertilizer amendments (i.e. Bone meal, Feathermeal, Seed meals, ProGro etc.)",0,0,0,0,1,1,0,-73.3367,43.9314,317,Annual,36.97,93.9038,46.2,7.888888889
RM4,Veg,sandy loam,0.64,0.04,26.01,307.81,327.01,3.06,0.31,308.87,313.04,19.2,4.17,0.12288,0.127602,4.724336794,4.905882353,0.509425827,Veg,2.52,1.43831,54.368118,199.349766,4/27/2021,5/13/2021,3,MIX,MIX,MIX,69.29816,18.5517,12.15014,,,0.162775,68.01838,NA,NA,NA,NA,33.71137,55.98668,2.9,86.97055,NA,2.223,0.194,NA,NA,7.252883,48.3236,0.544766,42.69618,617.151,79.83537,7.04,100,16.1,100,197.3,100,110.7,1.6,5.4,0.6,100,78.18308,9.64,1356.9,0.08,8.36,0.27,11.45876289,0.5,1,2,kale/cabbage/ turnip/radish,,"3 or more crops in annual sequence (i.e. pumpkins, corn, legumes) ",8,,NA,3,12,Mulch ,"Certified organic fertilizer amendments (i.e. Bone meal, Feathermeal, Seed meals, ProGro etc.)",0,0,0,0,1,1,1,-73.107,43.9833,418,Annual,40.26,102.2604,45.8,7.666666667
RM5,Veg,sandy loam,0.563049772,0.038167616,22.47,309.52,327.05,3.773151237,0.347429008,308.32,313.32,17.53,5,0.098702625,0.188657562,4.392640188,8.39597516,0.656519485,Veg,2.79,1.345028,56.2894218,206.3945466,4/27/2021,5/13/2021,3,MIX,MIX,MIX,76.34985,15.01018,8.639974,,,0.159371,66.26048,NA,NA,NA,NA,36.00382,60.949,2.98,88.97124,NA,2.703,0.221,NA,NA,8.261968,59.72659,0.580232,47.37315,671.6308,86.61024,7.23,100,49.1,100,260.4,100,130.7,2.8,1.9,1.1,100,80.98907,12.28,1566.7,0.12,6.5,0.37,12.23076923,1,1,3,Napa Cabbage/Fennel/Broccoli,,"3 or more crops in annual sequence (i.e. pumpkins, corn, legumes) ",6,,NA,0,12,Mulch ,"Certified organic fertilizer amendments (i.e. Bone meal, Feathermeal, Seed meals, ProGro etc.)",0,0,0,0,1,1,1,-73.1106,43.982,412,Annual,40.16,102.0064,45.8,7.666666667
RM6,Veg,silty clay,5.373834483,0.345898894,17.16,310,311.89,2.035151465,0.226983122,306.13,320.6,1.89,14.47,0.101565472,0.294486417,5.918733784,17.16121311,0.743555139,Veg,5.6,1.161907352,97.60021757,357.8674644,5/11/2021,5/25/2021,4,MIX,MIX,MIX,12.28056,44.34238,43.37706,,,0.251761,92.09824,NA,NA,NA,NA,39.29305,58.93799,5.42,94.26917,NA,3.328,0.317,NA,NA,10.37501,93.2107,1.127835,96.07495,970.5038,97.60085,7.26,100,21.9,100,470.1,100,600.8,1.3,6.4,0.7,100,93.21919,3.41,1314.2,0.41,4.59,0.42,10.49842271,0.5,1,2,Garlic/kale,,"More than 1 crop in a single season (i.e. spring peas, salad greens & brassicas in one season)",20,,NA,2,8,,"Certified organic fertilizer amendments (i.e. Bone meal, Feathermeal, Seed meals, ProGro etc.)",0,0,0,0,1,1,0,-73.3396,43.769,203,Annual,37.42,95.0468,46.8,8.222222222
RM7,Veg,sandy loam,0.940015885,0.054512535,20.96,309.44,324.46,2.820963805,0.244196267,306.61,312.84,15.02,6.23,0.141190386,0.175746045,6.736182535,8.384830394,0.554515126,Veg,2.07,1.489741033,46.25833561,169.6138972,5/11/2021,5/25/2021,4,MIX,MIX,MIX,68.99044,19.9386,11.07096,,,0.154993,63.94702,NA,NA,NA,NA,21.84872,30.55849,2.12,55.96177,NA,1.379,0.124,NA,NA,5.333001,27.74039,0.482345,34.74608,405.7553,41.24592,6.85,100,21.9,100,100.4,100,120.8,2.4,2.5,1,100,65.41997,12.39,863.2,0.52,3.59,0.23,11.12096774,1,1,2,Cover crop sudan grass,,"More than 1 crop in a single season (i.e. spring peas, salad greens & brassicas in one season)",15,,NA,3,6,"Poultry manure, Wood Ash",Liming materials ,0,0,0,0,1,1,0,-73.3342,43.6314,215,Annual,41.78,106.1212,47.4,8.555555556
RM8,Veg,loamy sand,0.504590501,0.025327316,19.63,310.72,327.32,3.011470756,0.240713537,309.39,312.73,16.6,3.34,0.083762023,0.100583123,4.267041425,5.123949223,10.53943531,Veg,1.45,1.489801469,31.10211109,114.041074,5/11/2021,5/25/2021,4,MIX,MIX,MIX,83.12198,10.03196,6.84606,,,0.10332,35.15484,NA,NA,NA,NA,25.73813,38.50187,1.31,19.42062,NA,0.941,0.074,NA,NA,3.921793,16.01666,0.482345,34.74608,249.2804,15.77862,7.4,96.54818,23.4,100,182.2,100,75.4,2.5,2.9,1,100,55.61669,9.57,906.4,0.35,2.77,0.24,12.71621622,1,1,1,Cover crop sudan grass,,"More than 1 crop in a single season (i.e. spring peas, salad greens & brassicas in one season)",2,,NA,2,5,"Poultry manure, Wood Ash",Liming materials ,0,0,0,0,1,1,0,-73.336,43.6312,213,Annual,41.8,106.172,47.4,8.555555556
